1.70859-0.9609022i,-0.2991113+0.3385714i,-0.489412-0.1386235i,0.7895491-0.1909903i,0.0785447-0.5014473i,-0.3672467+0.4051203i,0.2334305+0.182245i,0.7689576-1.356772i,0.03261088-0.5161191i,-0.5455257+0.9429443i,-0.8565398+0.5588008i,-0.07901619-0.3408326i,0.02360399+0.093325i,-0.890268-0.6467369i,0.01646345-0.4880281i,-0.1050198+0.01732844i,0.5484874+0.501688i,0.6044248+0.4837362i,0.8144503-1.61173i,1.625099-0.5461827i,1.247844-0.6165357i,-0.2898713-0.4687683i,0.1140206-0.7827427i,0.2394115+1.429866i,-0.1882392-0.301031i,0.5219837-1.015442i,0.3527403+0.5975325i,-0.3347555-0.1582999i,0.4408599+0.6866343i,-0.6116174-0.02617268i,0.6123832+0.0986253i,0.01887495+1.233188i,-0.7243085-0.7766409i,0.01087217-1.031084i,-0.03868763+1.619638i,-0.1972319+1.1768i,0.003925896+0.419679i,0.3353598+1.42884i,0.3285826-0.1724518i,-0.2858009+0.721852i,1.588079-0.1259601i,1.150907+0.1586512i,-0.5920402-0.3589339i,0.9265469-0.02073838i,0.4290984-0.3591695i,-0.7759047-0.7598888i,-0.2321697-0.272587i,-0.31621+0.1311589i,1.166368+0.3372694i,0.2063598-0.1525864i,-0.8254427-0.7001003i,0.2784699-0.06004575i,-0.09796523-0.2336942i,-0.1257531+0.3023419i,0.2309785-0.0009755277i,0.2220519+0.3308682i,-0.2126923-0.3039498i,-0.6732203-0.2190676i,1.445537+1.009369i,1.79978-0.4041594i,-0.003189957+1.164631i,-0.2801307+0.1919477i,0.1916384-0.8495442i,0.732892-1.311462i
-0.4000242-0.8490338i,-0.01074392-0.7992912i,0.1271886+0.6757598i,0.06964738-0.7795538i,0.5778985-2.321795i,-0.1837332+0.6364289i,0.2704209+0.529477i,0.2755377-0.2486235i,0.9359455+0.7225272i,0.05389668-0.4329825i,-0.2409147+0.001943635i,-0.3244058+0.7070174i,-0.4811008+0.2869974i,0.2234997-0.1867389i,-0.1537878-0.3981473i,-0.009706565-0.7761241i,-0.7340458+0.1687351i,1.116388-1.001543i,1.795527-0.1242586i,-1.404045+0.8681476i,-0.7879731+1.045423i,0.0167989+0.3285614i,-0.6928266+0.3893045i,0.4002227-0.08036406i,1.046718+0.5943512i,-0.7471656+0.969431i,0.3978128-0.64737i,0.1188337-0.9621699i,0.4215623+0.7853791i,0.6539665+0.9147061i,0.4895413+0.7910677i,-0.8319943+0.2698432i,0.8945047+0.2220755i,0.9248334-0.5268818i,-1.323616+1.464838i,0.6081056-0.4175251i,0.1332155-0.08610027i,0.1318438-0.2005855i,1.216914-1.248571i,-0.4764576+0.9049332i,0.1905274+0.7297212i,0.1780731-0.4775411i,0.8865478-0.9135583i,-0.2807917-0.9883214i,0.2554956+0.01248899i,-1.596865-1.267874i,0.9176181-0.7335106i,-1.315204+0.2563424i,0.2912677+0.08116408i,0.6716984-0.3844199i,-0.156111+0.5821719i,-0.5368992-0.3324889i,-0.5981548-0.5638351i,-0.7102842-0.3962982i,-0.2907583-0.7853338i,-0.05680846+0.6575794i,0.1145938-0.2543591i,0.6293917+1.834519i,-0.1683488-0.9284524i,-0.842841+0.9722913i,0.3774865-0.5479659i,0.340197+0.8094633i,1.224359+0.003294608i,-0.07972473+0.757348i
0.07370152-0.6768667i,0.08881344+0.9668136i,0.4386216-0.5320138i,0.5392609-0.2532695i,-0.1714872+0.6899407i,-0.4026821+0.2646661i,0.495103+0.3061675i,0.003292618-0.258745i,0.5515569+1.025567i,0.2396563+1.247272i,0.8705416+0.4447882i,-0.2865623+1.057751i,1.69685+0.2020238i,0.2449005-0.1582399i,-0.1274497-0.2914139i,0.8051463+0.3561599i,-0.2811747+0.04578867i,-0.05211291+0.04391494i,-0.3682486+0.926415i,0.1784248+0.2648719i,-0.5379429+0.09798068i,0.3589527+0.3798121i,-0.0232569-0.9102752i,0.8984443+0.9519132i,0.1418151-1.262312i,1.256445-0.0851905i,0.1315085+0.4178184i,0.5702583+0.1953904i,-0.2447198+0.9585881i,0.6565528+0.4082409i,-0.4233515+0.125706i,0.9127429-0.3650132i,-1.29889-0.0214473i,-1.03889+0.09764042i,-0.3736806-0.8936265i,-0.3968922-0.4495892i,0.7017217-1.530764i,-1.202117-1.237075i,-0.4654793-0.09499548i,0.3436888+0.06428513i,-0.4057498-0.130203i,-0.6684229-0.2003894i,-0.4697903+0.3370753i,0.2492199+0.5740272i,0.4740743-0.6260765i,0.04571761+1.839362i,-0.1526454+0.1632398i,-0.8156617-0.5053229i,-0.1981401+0.8385971i,-0.3906083-0.1774805i,0.7730332-0.8136246i,0.4502367+0.295725i,-0.009557547-1.626538i,1.232998+1.290564i,-0.03471278-0.7629058i,0.5172644-0.4466982i,0.5568083+1.364546i,-0.2024518+0.3306743i,0.5233269+0.3203137i,0.04946955+0.7190163i,-0.2745384-0.02786663i,-0.6143835-0.3186467i,-0.7129349+0.4248205i,0.8929532-0.4070892i
-0.7044833+0.3483822i,-0.3961457-0.1720051i,-0.05885272+0.2261044i,-0.6104966+0.2955453i,0.5325364+0.283779i,-0.3324356+0.2238963i,-0.003521918-0.9957775i,-0.3924453+1.325172i,1.166299+0.1448434i,0.545899-0.4971496i,0.905481+0.6931627i,0.3090864+0.5184021i,0.7508075+0.9098713i,-0.1074284+0.3353377i,-0.8299088-0.1829879i,0.04478976-0.3840407i,0.6875532-0.4839884i,0.6574863-0.4759575i,-0.5025417-0.7460278i,-0.4295919-0.3803752i,-0.7207469-1.556313i,1.064059+0.8711435i,-0.4684185-0.5397189i,-0.1097617+0.2253205i,0.2845786+0.3666492i,-0.2898773+0.2660169i,-0.9004148+0.1887552i,-0.9399391+0.1405878i,-0.6606154-0.4404202i,0.8074821+0.1889944i,0.7209579+1.044126i,-0.09712459+0.3194577i,0.3214715+0.5340422i,-0.3572806-0.2154344i,-0.1436624+0.9771505i,0.3421173+1.180661i,0.4147796+0.1389688i,0.4114796-0.4184155i,1.303505+0.990923i,0.1508586-0.1068741i,-0.5811828+0.6180885i,-0.2417914-0.5098255i,1.404497-0.01548103i,-0.3226774-0.3438644i,0.6848108-0.7954865i,-1.79919-0.008198488i,0.02758904-0.6663404i,1.055639-0.2874885i,-0.9694724+0.4131656i,-1.589845-0.4005365i,-0.550436+0.04048251i,0.2860301-0.08262996i,-0.7076933-0.1777635i,0.6189662+0.2428487i,0.02669298-0.2340354i,-0.8962607+1.391396i,0.5146782-0.7948574i,-0.2380003-0.9934428i,-0.5190117-0.5802175i,-0.3823166+0.6369251i,0.00729653-0.4866588i,1.544132-0.09784426i,-0.6389328+1.361548i,-0.2563212+1.212477i
-0.8333892-0.02378648i,1.042502+0.2468943i,0.7784774+0.3695015i,0.102341+0.3602026i,0.7420658-0.7559772i,0.1996276-0.6285971i,-0.971604+0.5666631i,0.1515993-0.3566256i,1.057679+0.98207i,-0.002860168-0.4777226i,-0.2064567-1.780959i,0.2202141+0.2891897i,0.4265854-0.2524568i,0.41318-1.08879i,-0.8291589+0.1827943i,-1.019756-0.02948666i,-0.6065454-0.2790051i,-0.4208713+0.2446641i,0.5975652-0.3004405i,-0.5624021-1.514176i,-0.6347011-0.8956549i,-1.094284-0.4633498i,-1.03929-0.5791972i,0.1078852+0.1436346i,0.02795811-0.6225503i,0.6076646-0.4342744i,-0.3282983+0.8914053i,-0.6922282-0.2084608i,-0.5931988-1.177442i,-0.3236746-0.1366795i,0.1654502+0.5682448i,0.8396548-0.6845161i,-0.8151017-0.02099655i,-0.5589677+0.2467987i,-0.5939118-0.5699758i,-0.1850737-0.2518263i,-0.9293517-0.7847303i,-0.370152-0.3489049i,-0.4505365+0.0708337i,-0.05797845-0.05650969i,0.9597289+0.2778025i,0.6584151+0.5250451i,1.21268+0.2387535i,0.006737972-1.726898i,0.261708-0.1522421i,-0.6856375+0.3646173i,-0.7600721+0.0167843i,-0.1345809-0.6094108i,-0.9348285-0.0508897i,-1.158647-0.3720576i,-0.8020598+0.888299i,-0.4496397+0.002324694i,-0.09927089-0.1220233i,0.104557-0.3844617i,0.1559494-0.4020684i,0.265713+1.290955i,-0.3232439-0.6100948i,-0.8647733-0.9272667i,0.733604-0.05219825i,-0.2423659-1.108358i,1.393301-1.191536i,-0.3685776-0.4874453i,-0.07564256+0.3185298i,0.04278122-1.269016i
0.5953652+0.905842i,-0.9789966+0.08222913i,-0.003726289-0.8190011i,0.9816172-0.06816565i,0.07880964+0.5681173i,-0.2035261-0.568113i,-0.5174143+0.0290856i,1.065246+0.1098038i,-0.1531228-1.030051i,-0.1212339+0.831907i,1.472463-1.183969i,-1.740595+0.4160886i,-0.96145-0.3499242i,0.5635934+0.1930005i,0.371542+0.8354014i,0.2962407+0.2137216i,0.2529017-0.3359466i,-0.02754425-0.584587i,-0.02111111-0.1918764i,1.694932-0.7661127i,-0.6401613+0.1662987i,0.09643107-0.8272673i,-1.104181-0.3127505i,0.07784656-1.026259i,-0.2162478-0.2330422i,-0.1786322-1.549454i,0.7272466-0.02936053i,0.6474394-0.7395533i,-0.5043688-0.4593079i,-0.3079352+1.032696i,0.2952228+0.50274i,1.248717-0.4409955i,-0.09028899-0.3059435i,-0.1341183-0.2846004i,0.1618111-0.5158623i,-1.078103+0.3346181i,-0.833351+0.3616211i,-0.02648392-0.6773696i,-0.3125145+0.8544846i,0.318083+0.007991494i,0.563633-0.566186i,-0.2536831-0.5419867i,1.10692-1.424483i,0.0518894+0.910543i,-0.3820783-0.2256138i,0.2976393-0.8876652i,1.335921+0.3273013i,-0.2935132+0.4896502i,-0.3179134+0.8397667i,-0.649128-0.1637381i,-0.9446728-0.5350131i,0.005263877+0.719028i,0.4516756+0.2347598i,0.3964677+0.1845181i,-0.1940122-0.7365944i,0.1266374+0.9892877i,-0.6375076+0.5145936i,-0.4175656+0.4241885i,-0.2263588+0.8429656i,-0.1371875+0.01830421i,-0.1085211+0.6326284i,-0.01578669+0.007055467i,-0.2060306+0.9687014i,-0.3984039+1.234578i
-0.2281966+0.8900156i,1.006275-1.180436i,0.6642185+0.4341527i,0.2593464-0.03928051i,0.09502735-0.663752i,0.4317115-0.3776689i,-1.112706+0.1873929i,-0.8868906-0.1961798i,0.02045534+0.1197434i,-0.9021375+0.2757125i,-1.366893+0.1713548i,-0.4067535+0.04644966i,-0.7551553+1.402212i,0.8807794+0.1990138i,1.456717+0.1670372i,-0.1122521-0.03328746i,-0.390375-2.045174i,0.4589482+0.8407883i,-0.4183337-0.603218i,0.1897773-0.2954133i,0.5409313+0.2035558i,0.6477033+0.02691994i,1.183465-0.2028271i,0.2963604-1.170417i,0.9027602-0.5130405i,1.45316+0.4978062i,-0.2418906+0.2701908i,-1.188988+0.071281i,-0.08747048-1.499692i,0.6120871-1.546908i,0.1576907-0.1772428i,1.296795-1.177583i,0.5861016+0.271764i,0.3472799+0.8786511i,-0.5092205+0.06897858i,-1.066719+0.006873946i,0.8920823-0.03379476i,-0.1954455-0.2281322i,-0.7936016+0.6828407i,0.1629435+1.005581i,0.9596463-0.04228305i,-0.1550719+1.217811i,-0.2719067+1.307914i,-0.1839471-0.2254294i,0.6042431+0.1929902i,1.215421+0.6458245i,0.4713843+0.7421153i,-0.03296551-0.525084i,0.07550469-0.3195995i,0.4333453-0.03599916i,2.060048+0.01151016i,-1.457568+0.2788267i,-0.4385498+0.4676966i,0.2711988+1.293611i,-0.477727+1.116807i,0.7715724+0.006554171i,-0.2401928-0.7792503i,0.1353798+0.5592248i,1.081608+0.2454863i,0.5490714-0.2820521i,2.125974+0.9315339i,0.7049987-1.390542i,-1.52628+0.2133851i,-0.8102342-0.1428125i
-0.4001736+0.160919i,0.73237-1.233599i,-0.6659232-0.04139919i,-0.07921014+0.1775074i,0.76034+0.4144571i,-0.1827436+0.2616317i,0.5823076+0.5985277i,0.8008624-1.078443i,-0.5582039-0.3409868i,-0.7252453+0.9511666i,-0.05188889-1.094285i,1.059893+1.307575i,-0.2665681-0.2569175i,0.001028917-0.1921485i,0.7284091+0.05035569i,0.2735363-1.45182i,0.2456228+1.265366i,0.120538+0.898887i,-0.7172628-0.2370394i,0.5043454+0.06623237i,-0.8675184-1.753239i,-0.05420495+0.1992447i,-0.3417719-0.06655054i,-1.171683-0.308841i,0.3479691+1.394088i,-0.6679674-0.2271346i,-0.8905659-0.4924002i,-1.102638-0.9339072i,0.7042457+1.199764i,0.4926863-0.2132639i,-0.01716935+1.032239i,-0.0901043+1.568655i,0.2417166-1.551423i,0.3649378+0.5835053i,0.3536991-0.3126083i,0.1657905+1.037558i,-0.4440379-0.2542086i,0.01940303-0.07792284i,0.2796814+0.04991087i,-1.169447-0.1168952i,-0.9337835+0.1427166i,-0.08843683-0.3503709i,0.7793703+0.006640574i,1.011079-0.5822542i,-0.09674527-0.6844032i,1.217878+0.9710726i,0.07052048-1.473857i,-0.3467175-0.661822i,-1.189341+0.1924786i,-0.2152242-1.236865i,0.9228797-1.097018i,-1.073644+0.2747593i,-0.7782295-0.6029587i,-0.8718362+0.1424037i,1.578046+0.2164047i,-0.4369354+1.534032i,0.9020736+0.7343572i,-0.2484732-0.1373999i,-0.7587414+0.2645934i,0.317791-0.006592141i,-0.3239208+0.4489101i,0.2139014-0.3851858i,0.9070444+1.459801i,-1.192707-0.583178i
1.063222+1.567539i,-1.433123+0.003862363i,-2.110485+0.8544058i,0.01055375+1.343352i,1.438732+0.04763979i,0.555663+1.060277i,-0.9611759-0.7037711i,-0.8726664-0.654721i,0.3259805+0.5859196i,0.8830607-0.172553i,0.5998576+0.09690808i,-1.361142+0.06756844i,0.340524+0.6142516i,0.5259311+0.05270344i,0.1205021+0.1735165i,-0.6506963-0.3665199i,0.5949187-0.003974893i,0.202126+0.3071637i,0.003196707-1.201086i,1.020555+0.05321792i,-0.2230996+1.35938i,-0.4303342+0.2039955i,-0.01932159-0.5730674i,0.04118592+0.4618381i,0.4281062-0.6829022i,0.8725783-0.4266511i,-0.8530548-0.3364668i,0.4311973-0.2013447i,-1.16422+1.43882i,-0.3888106+0.01837788i,-0.02156244+0.9266277i,0.02777006-0.07826274i,-0.05548375-0.557308i,1.014508-0.5099041i,0.5195398+0.4108647i,0.6379327+0.1788912i,0.7836661+0.1972911i,1.166137+0.06082962i,0.424499-0.2658213i,-0.2451526-0.2369302i,-0.2123342+0.9146716i,1.017193+1.382316i,0.5799206-0.3748589i,-0.8954665-0.9832055i,-0.2210159+0.8365663i,-0.01476058-1.004681i,-0.2403084+0.7463713i,0.4694379+0.07969651i,0.09300761-0.4186638i,1.816777+0.1567151i,-0.1642366-0.7594371i,-0.0772555+0.9711627i,-0.2801679-0.6886412i,0.8430512+0.07534552i,-0.2264522-0.2453836i,-1.162128+0.817897i,0.5832574+0.9265683i,0.1596821+0.4279495i,-0.04300883-0.8119363i,-0.9223925-0.4037344i,-0.2255391-0.05533018i,0.0237898-0.3579596i,-0.0676763-0.9896151i,0.09890366+0.2294022i
-0.3497299+0.825174i,-0.07161086-0.3364272i,-0.5475782+0.009638511i,0.9203882+1.308795i,0.198076+0.4488076i,-0.380381+0.7993932i,1.296709-0.1175391i,0.04370884-0.4518813i,0.2788532+0.3207601i,-0.9953059-0.4998365i,1.022998+0.09099558i,-0.3034199+0.2661707i,-1.239142+0.6482552i,0.05481021-0.04822934i,0.6545486-0.0647874i,-0.2432655+0.7357164i,0.2042402+0.7709464i,-0.7217711+0.5320191i,-0.5953362+0.4003954i,-0.4575249-0.08752669i,-0.3746235-0.2405088i,-0.4651078+0.76976i,0.6775877+0.8195964i,0.3260811-1.185791i,-0.3374436-0.8840096i,0.05676517+0.5407055i,-0.05723518+0.4745489i,-1.401499+0.2891065i,0.7091548+0.9692701i,0.8721743-1.725282i,0.4829428+1.561859i,-0.6468114+0.664681i,-1.567574+0.7967992i,0.6729889-0.6896874i,-0.7794302+0.4832705i,0.214256+0.1153974i,0.2920011-0.3007361i,0.7508424-2.35131i,-0.8669856-0.09144924i,-1.202594-0.623166i,0.112269-0.9024659i,-0.3460495-0.09819159i,0.7860157-0.7023795i,-0.7576309+0.2025996i,0.7601011-1.367307i,-0.02482838-0.8509234i,-1.429847+1.016592i,1.21996+0.6496707i,-0.1175852-0.3831894i,-0.2695135-0.5453829i,0.3400297+0.5059841i,-0.689865-0.5932378i,-0.6818409+0.2296328i,-1.251862+0.5852132i,-1.512706+0.8271219i,-0.04437836-0.8850294i,-0.1727285-0.7358108i,1.022752+0.9927262i,0.5576074-0.2986554i,-0.9802526+0.5111393i,-0.04167418-1.467158i,0.3337325-0.485175i,0.2120132+0.2664087i,0.2979022-0.166782i
0.994279+0.6128441i,-0.2391738+0.4811902i,-1.059428-0.589377i,0.191517-0.7662728i,0.9021952+0.6378693i,-0.6530858+0.581513i,0.8717718-0.2541665i,-0.04068979+1.004537i,-0.3364462+1.003727i,1.331015+0.1119425i,-1.268614-1.774219i,-0.2198683+0.2363663i,-0.3669427-0.8423829i,-1.40805+0.4437969i,0.04194796-0.7342129i,1.199758-0.5466711i,0.1736243+0.0464601i,-1.385243-0.4841226i,-0.3482215-0.9534467i,0.553583-0.8829995i,-0.1150812+0.2392644i,-0.3512896-0.2911744i,0.5918374+0.5036522i,0.8822193+1.060348i,0.8741599-1.196476i,0.551221+0.8600878i,0.2306249-0.6430655i,0.9705601+0.7452402i,-0.688288+0.8815021i,0.05302765+0.7929711i,0.6400483-0.5523637i,1.226149+0.4920706i,-1.171481-0.7002039i,-0.04623263+0.9438157i,-0.8075027-0.1992888i,0.9609423-0.2043695i,1.257164+0.102786i,-0.1042518+0.9593347i,-1.423997+0.8572175i,-0.05408573+0.3434543i,-0.817782-0.5129402i,0.2948875+0.7486256i,1.774017+0.6747288i,0.4328762+0.3601713i,0.5925257+0.3216015i,-0.09898104+0.1108763i,-0.4315698+1.411258i,0.6510903+0.6020799i,-0.128274-1.182923i,-0.5568483+0.8613544i,0.4098569+0.07968082i,-0.11227+0.8884487i,0.6816688-0.3864105i,0.3131445+0.02118365i,0.5048311+0.6665549i,-0.1120477-0.1222886i,-0.1343812+0.7112501i,0.3357528-1.002906i,-0.498186+0.2256087i,0.6664149+0.170461i,1.791423+0.5259132i,-0.4662741-2.250783i,0.4853358+0.07112653i,-0.2057454-0.1822077i
-0.6794213-0.2353144i,0.8656657+0.2135873i,-0.4511175-0.08072926i,-0.308782+0.01223637i,0.4584147-0.04148259i,-0.6689584-0.2564321i,-1.343417+0.7492883i,-1.333106-0.4063349i,-0.01394294-1.090113i,-0.07082065+0.01096843i,0.1503391-0.7082899i,-0.2250309+0.4803416i,0.5160286-0.02354213i,1.034471-1.819239i,0.3228061+0.4666838i,0.08405109+0.3051199i,1.517248+1.06375i,-0.007131101-1.218837i,-0.3366816+1.104422i,-0.546763+0.6854331i,-0.3501962+1.644192i,-1.150097+0.6060207i,0.2700327+2.234031i,0.5346513-0.06511163i,-0.474837+0.3727192i,0.6462784+0.3251466i,0.0764646+0.1709388i,-0.7601301-1.29295i,0.424848+0.1104359i,1.057619-0.1298173i,-0.8442318-0.3448893i,0.4892707-0.6264343i,-1.258643-0.4269764i,-0.6041449-0.1670556i,0.1962592+1.111508i,-0.9102564-0.005612361i,0.4168585+0.9947296i,1.227004-0.02632025i,-0.9520635-0.4209069i,-0.4964826-1.312723i,-0.9376158+0.5987317i,0.7731422+0.2812844i,0.3544187+0.416754i,0.1027803+0.3956631i,-0.08969183+0.8780475i,-1.617913+0.3155149i,-0.0924855+1.017654i,-0.1143077+0.5672501i,0.5890134-0.7883282i,-0.5726578-0.2306327i,-0.3883819+1.402971i,-0.8756571+0.7365711i,0.02994114+0.8160235i,1.294543+0.339983i,0.4843611+0.4006981i,0.7734541+0.7738746i,0.6145796+0.120718i,-0.5969939-0.3893061i,-0.001083592+0.6344729i,-0.01327722+0.885069i,-0.2161589-0.1988185i,-0.4667211-0.02193227i,0.1662072+0.8197477i,-0.4234995-0.2939419i
-0.3308498-0.9445731i,0.9009416+0.8529837i,-0.02432215+0.9077934i,-0.27841+0.01765648i,0.8605578-0.2460397i,1.002361-0.6841157i,-0.7867239-0.4692988i,-1.284776-0.3494081i,-0.1046916-0.3465845i,0.1551152-0.1697532i,-2.046946+1.245525i,-0.7667315-0.1456672i,0.665122-0.158554i,-1.041521+0.4260184i,-0.8298075+0.4476458i,-0.752393+1.038982i,0.1239135+0.2341184i,-0.1396516-0.3572209i,-0.4258775-1.839394i,-0.5026387+0.7470558i,0.5680105+0.5372652i,1.739027-0.4595527i,-0.3772942-1.142574i,0.09201013+0.2668266i,-0.04126602+0.5942048i,0.06605196+0.4157415i,-0.7413252+0.08991408i,-0.4239368+0.0664556i,-0.743374-0.7265601i,0.313446+2.022336i,-0.1439616+0.5687948i,0.7530205+0.6585292i,-0.03619282+0.09131316i,0.2606483+0.7799655i,-1.082922+1.576553i,0.204185+0.2114586i,-0.5292643-0.08508602i,-0.5827091+1.046808i,-0.1762081+0.6971026i,-1.446664+0.8850471i,0.3103081+0.3711156i,-0.1054545+0.3635114i,-0.7505122+0.489239i,-1.035304-0.2452015i,-1.00741+0.009793822i,0.4465634-0.5755645i,-0.5802428+0.5153866i,0.8967993-0.7632871i,0.4156981+0.7872171i,-0.60191-0.2558527i,-0.3354754-0.6019199i,-0.311581-0.4337938i,0.2862233+0.3807123i,-0.2013945+0.8602281i,0.01579496+0.4140171i,-1.012309-0.9680684i,0.2341177-0.6711437i,-0.7647009+0.4980527i,0.5289955+1.858654i,-0.9500396+0.811785i,0.09948063+0.5749542i,-1.45889-0.4165807i,-0.3639611-1.402381i,-1.565596-0.2622406i
-0.0565692+1.031722i,0.3938675+0.04623253i,-0.06389917-0.8161821i,-0.6406226+0.9852259i,-0.1535119+0.7132016i,-1.24204+0.522801i,-0.2429564-0.1775837i,0.8250695-0.2504435i,-0.6406674+1.416818i,-0.3093424-1.037964i,1.284203-0.7137348i,0.2475592-1.278322i,-0.5472044-0.187748i,1.2099-0.2623604i,-0.4461305-0.7554495i,-0.3470732-1.029141i,0.08759138-1.223944i,-0.4150856-0.2837259i,-0.1405806-0.7860175i,-0.25918-0.975377i,0.4529625+1.247073i,0.01536695+1.084188i,0.6927102-0.399979i,-0.5980423-0.8902305i,-1.311832-1.288732i,-0.8632041+0.5564544i,-0.3560894-0.8169107i,-0.03232748+0.3433914i,-0.9753006-1.316552i,0.6485107-0.6382326i,0.5583925+0.1220253i,-1.0691+0.5509235i,0.3116935+0.457105i,-0.4467685+0.1676277i,0.3372468-0.7269905i,1.002901-1.218606i,0.07781822-1.400933i,-0.4708671-0.2908156i,-0.5645286-1.168857i,-0.5059242-0.3361105i,0.05569872+0.4067911i,0.2601872+1.149349i,-0.520041+0.4923222i,0.35697+0.04018886i,0.4747957-0.08057036i,0.008092623+0.4103969i,-0.3400803+0.06781016i,0.5080237+0.9136862i,-1.142065-0.06306736i,1.211715+0.7580884i,-0.9151326-0.2080925i,0.3506305+1.05167i,-0.3877088+0.337361i,-0.9267752+0.5841463i,0.5759818+0.02862206i,0.6526222-0.4668687i,0.3067911-1.733067i,0.2040908-0.3684424i,-1.458782+0.5151891i,-0.3707609+0.6345022i,1.160562+0.6643787i,0.6371084-0.5343286i,0.1241208-0.3230601i,0.403568-0.5901532i
-0.5283589-0.7321811i,-0.2030914-0.1880547i,-0.1452275+0.3615554i,-0.1558312-0.6285643i,0.2078654-0.08952252i,0.09814454+0.639351i,-0.07482393+0.1417853i,0.2517426+1.125401i,1.000117+0.3178366i,-0.8945474-0.2877475i,-1.306862+0.3416062i,-0.6092944-0.0253071i,0.1312575+0.013186i,0.6712798+0.4139485i,0.3992547+1.159781i,-1.456028+1.174021i,-0.2303124+0.07623022i,0.7701494-1.08868i,0.7730547-1.324948i,-0.1751553-0.7561359i,-0.03314614-0.7892033i,-0.1280472-1.450091i,0.908814-2.003601i,-0.0848313+0.3830285i,1.275984-0.2710712i,0.362737+0.757668i,0.7339683+0.3731454i,-0.8453616-0.3443468i,-0.3934958+0.1275123i,-0.1749198-0.1785966i,-0.3639202-0.7996039i,-0.6776636-0.2317747i,1.157875-0.2583307i,0.7416376+0.9073617i,0.08054059-0.3200379i,-0.09350825-0.9398253i,-0.7610572-1.078379i,0.499843-1.99891i,-0.09669121-1.628573i,0.5026193+0.3245836i,-0.01673009+0.106746i,0.4950833-0.128766i,-0.4793589-1.321579i,0.191305+0.3370006i,0.1880283+0.3679801i,0.5691949-0.6510135i,0.4604442-0.9599399i,-0.3090298+0.1821472i,0.189438-0.7973581i,0.08476396-0.05473618i,-0.7736869-0.8361128i,-0.2075083-0.3891754i,-0.5456423-0.4340983i,0.3187051+0.1379951i,0.366377+0.05229706i,0.4222842-0.4622378i,-0.7711137+0.422103i,-1.151897+0.387644i,-0.4425975-1.444587i,-0.4046808-0.1075405i,-0.8146862+0.8185046i,-0.2869214-0.07729925i,0.3877952-0.3041988i,0.4179408-0.1619169i
-0.2045401+0.3946006i,0.03470135+0.0413616i,-1.045803-1.128241i,-1.183905+0.7207093i,-0.3907315+0.3407772i,1.339533+0.5199248i,0.5685254+0.1141289i,0.1866902+0.2290548i,1.048729+1.026242i,-1.318075-0.04973411i,-1.452136-1.22986i,-0.7554887-0.1613518i,-0.5914926-0.5369418i,0.2002589+0.3315022i,0.495633-0.5025312i,-0.6075104+0.6927185i,1.020679+0.01878272i,-0.2164367-0.4148639i,0.1797226+0.2021038i,0.6491265-0.2266425i,0.03435692-0.1971252i,0.4156487-0.1380923i,-0.805738-0.2039976i,-0.01713417-0.1736559i,-0.3410008-0.5641161i,0.9962126+0.6315402i,0.3097409-0.04381416i,0.2879631-0.1017758i,0.600848-0.8148144i,0.1544868+0.6571936i,0.2459675+0.340182i,0.533576-0.7757761i,-0.6248958+1.214235i,-0.1641272+0.09687823i,0.04143525-1.498756i,0.2870674+0.7568861i,-1.071926+0.3267284i,-0.6450735+0.1223541i,-0.07230881-0.6652633i,-1.355695-0.7630168i,-0.07673699+0.2651758i,-0.690302+0.2194068i,-0.2750423+0.7092472i,0.08104129-1.624497i,0.2464116-0.7001121i,-1.441087+0.3549248i,0.7211788+0.4745564i,-1.451388-0.07441264i,1.161384-0.1487505i,-0.7554064+0.7858459i,-0.6049323+0.2815982i,0.290185-1.118341i,-0.3188168-1.807288i,-1.157687-0.1735785i,-0.3613469-0.83524i,-1.474415+0.3992621i,-0.600807-1.16013i,-0.2631359+0.002479678i,-0.5018772+0.3220785i,0.4540417-0.3201275i,0.3933307+0.7099889i,0.2308087-0.2905773i,-1.062804-1.287903i,-0.3825722+0.9221132i
